,market,pair,trade_price,trade_volume
317,Binance,GTO/BTC,$9057.34,"$2,107,170"
318,Huobi,ETC/BTC,$9067.28,"$2,092,910"
319,Zebpay,BTC/INR,$9221.01,"$2,092,180"
320,Bibox,BBN/BTC,$9079.64,"$2,041,930"
321,OEX,BTC/CNY,$8902.86,"$2,026,490"
322,Bittrex,KORE/BTC,$9147.21,"$2,019,510"
323,Binance,POA/BTC,$9047.42,"$2,017,190"
324,BtcTrade.im,LTC/BTC,$8925.28,"$2,015,290"
325,Huobi,GAS/BTC,$9079.80,"$2,014,010"
326,Bittrex,QTUM/BTC,$9225.14,"$1,974,530"
327,Binance,WABI/BTC,$9144.97,"$1,971,820"
328,Kucoin,ETH/BTC,$9043.06,"$1,968,060"
329,Allcoin,OC/BTC,$9607.18,"$1,962,210"
330,Poloniex,BCH/BTC,$9054.38,"$1,946,960"
331,Bitinka,BTC/PEN,$8791.82,"$1,931,470"
332,RightBTC,ETH/BTC,$9135.66,"$1,908,960"
333,OkCoin Intl.,BTC/USD,$9713.42,"$1,908,380"
334,OKEx,SPF/BTC,$9041.06,"$1,904,480"
335,Huobi,QASH/BTC,$9063.36,"$1,897,530"
336,Binance,OST/BTC,$9076.14,"$1,896,270"
337,Binance,DNT/BTC,$9109.03,"$1,885,970"
338,TOPBTC,ETH/BTC,$9077.82,"$1,879,230"
339,CoinEgg,ACT/BTC,$9251.62,"$1,873,630"
340,HitBTC,XDN/BTC,$9077.62,"$1,861,070"
341,Binance,CMT/BTC,$8976.62,"$1,851,650"
342,Huobi,PAY/BTC,$9078.43,"$1,832,270"
343,GDAX,LTC/BTC,$9063.98,"$1,831,110"
344,Upbit,WAX/BTC,$8996.65,"$1,826,720"
345,Huobi,ENG/BTC,$9126.52,"$1,824,310"
346,OEX,NEBL/BTC,$8928.40,"$1,804,810"
347,Lbank,ETC/BTC,$8973.87,"$1,783,880"
348,CoinEgg,BTM/BTC,$9190.26,"$1,777,020"
349,Huobi,WICC/BTC,$9217.77,"$1,775,820"
350,CoinEgg,QBT/BTC,$9302.34,"$1,767,550"
351,Huobi,LET/BTC,$9067.01,"$1,762,610"
352,BL3P,BTC/EUR,$8983.58,"$1,761,440"
353,Upbit,QTUM/BTC,$9225.18,"$1,758,920"
354,Upbit,NEO/BTC,$9084.08,"$1,758,210"
355,YoBit,WAVES/BTC,$9081.45,"$1,757,160"
356,Upbit,XVG/BTC,$9039.54,"$1,741,100"
357,Bittrex,WAX/BTC,$8996.65,"$1,732,860"
358,Huobi,WPR/BTC,$9002.63,"$1,731,710"
359,OKEx,BTM/BTC,$9029.07,"$1,729,290"
360,Huobi,QSP/BTC,$9057.23,"$1,709,550"
361,Bit-Z,BTX/BTC,$9109.70,"$1,705,470"
362,OKEx,R/BTC,$9074.74,"$1,686,390"
363,Bitonic,BTC/EUR,$8980.21,"$1,680,910"
364,BtcTrade.im,BCH/BTC,$9309.15,"$1,672,340"
365,Bitinka,BTC/CLP,$9291.86,"$1,664,480"
366,YoBit,LTC/BTC,$9059.21,"$1,661,550"
367,Huobi,BLZ/BTC,$9069.43,"$1,650,110"
368,Binance,FUN/BTC,$9028.77,"$1,649,980"
369,ZB.COM,ETH/BTC,$9095.61,"$1,648,470"
370,Binance,BLZ/BTC,$9011.87,"$1,634,880"
371,Liqui,ADX/BTC,$9022.18,"$1,629,760"
372,Bittrex,ZEC/BTC,$9089.90,"$1,629,580"
373,Bit-Z,NKC/BTC,$9057.57,"$1,623,540"
374,Huobi,GNT/BTC,$9046.46,"$1,623,060"
375,Huobi,MANA/BTC,$9013.57,"$1,617,100"
376,Bibox,AWR/BTC,$9063.08,"$1,608,710"
377,Livecoin,BCH/BTC,$9100.06,"$1,603,830"
378,OKEx,ITC/BTC,$9075.01,"$1,601,210"
379,Upbit,MUE/BTC,$9083.31,"$1,591,600"
380,LakeBTC,BTC/JPY,$9656.38,"$1,583,320"
381,Upbit,STRAT/BTC,$9119.66,"$1,579,130"
382,Huobi,SOC/BTC,$8868.61,"$1,577,110"
383,Huobi,LSK/BTC,$9096.84,"$1,573,470"
384,BitcoinTrade,BTC/BRL,$9407.74,"$1,573,180"
385,Kucoin,CS/BTC,$9067.36,"$1,568,980"
386,RightBTC,LTC/BTC,$9049.49,"$1,546,250"
387,Bittrex,DASH/BTC,$9129.59,"$1,536,840"
388,Huobi,CVC/BTC,$9114.17,"$1,528,820"
389,Bibox,ETH/BTC,$9066.69,"$1,520,690"
390,Huobi,OMG/BTC,$9079.95,"$1,519,410"
391,BitMEX,BTC/USD,$9039.00,"$3,267,110,000"
392,Fisco,BTC/JPY,$9107.30,"$111,270,000"
393,Zaif,BTC/JPY,$9106.88,"$111,256,000"
394,Quoine,BTC/JPY,$9112.74,"$102,578,000"
395,GOPAX,BTC/KRW,$9417.13,"$19,232,600"
396,ZB.COM,BTC/USDT,$9096.46,"$12,529,900"
397,Quoine,BTC/USD,$9034.81,"$11,335,400"
398,Quoine,BTC/SGD,$9056.09,"$4,083,150"
399,Negocie Coins,B2X/BTC,$2.30,"$58,149,700"
