,market,pair,trade_price,trade_volume
35,Huobi,ABT/ETH,$574.29,"$8,362,680"
36,Bit-Z,OC/ETH,$577.88,"$7,763,880"
37,Binance,ADA/ETH,$589.18,"$7,707,160"
38,ZB.COM,ETH/USDT,$574.46,"$7,340,780"
39,Lbank,ETH/BTC,$574.17,"$7,132,520"
40,Bit-Z,TRX/ETH,$574.17,"$6,889,670"
41,Poloniex,ETH/USDT,$572.97,"$6,703,110"
42,Binance,NEO/ETH,$574.11,"$6,696,810"
43,GDAX,ETH/EUR,$569.73,"$6,613,330"
44,BCEX,ETH/BTC,$618.94,"$6,568,370"
45,Korbit,ETH/KRW,$593.90,"$6,187,760"
46,OKEx,TRUE/ETH,$574.39,"$5,880,920"
47,Liqui,SRN/ETH,$572.07,"$5,868,920"
